Invoice account,Sales order,Pool,Form 13,Customer Account Manager,Tax,Quantity,Site,Warehouse,Date,Invoice,Voucher,Currency,Invoice amount,Invoice amount in default currency,Don't Send,Sales balance,Sales balance in default currency,Number sequence group,Intercompany company,Intercompany purchase order,Posted via intercompany,Line-specific,Dimension account,Payment ID,Bank account,Total misc. charges,Sales tax group,Transport,Insurance,F.O.B,NetWieghtt,GrossWieghtt,DrowBackSamah,TaxDescription,Created date and time
0550033,00206410_055,,,,118.72,51.00,Obour,3,1/10/2025,4120006241,0182075_Sales_Invoic,EGP,966.75,966.75,No,848.03,848.03,ﬁ”Ì„Â «·‘—ﬁÌÂ,,,No,No,,,,0.00,14%,0.00,0.00,0.00,8.36,9.62,‰Â«∆Ì,"{""submissionId"":""4G6YJCX14JQ2A79B4RQTNBEG10"",""acceptedDocuments"":[{""uuid"":""C1JNM6JX46JRQQSV5RQTNBEG10"",""longId"":""C7DZG7TX3WS36Z0V5RQTNBEG10wbJoBN1664691822"",""internalId"":""4120006241"",""hashKey"":""k1wngTmhDjrUHpstkFnWTgDNEpwNLYePx6Aacn8CTS4=""}],""rejectedDocuments"":[]}",1/10/2025 12:42
0550033,00206514_055,,,,75.50,25.50,Obour,3,1/10/2025,4120006242,0182077_Sales_Invoic,EGP,614.76,614.76,No,539.26,539.26,ﬁ”Ì„Â «·‘—ﬁÌÂ,,,No,No,,,,0.00,14%,0.00,0.00,0.00,6.80,7.61,‰Â«∆Ì,"{""submissionId"":""N80C56BF975WMS890N8VNBEG10"",""acceptedDocuments"":[{""uuid"":""H04C4QARKBZJCG1Y0N8VNBEG10"",""longId"":""N689H3GDTJ0TXP8G0N8VNBEG1075h8cu1664691839"",""internalId"":""4120006242"",""hashKey"":""rQ9MmtUEdaU3XepWDzItMtMXdwm10lXZcf7npcxgte8=""}],""rejectedDocuments"":[]}",1/10/2025 12:43
0550033,00206515_055,,,,79.21,27.00,Obour,3,1/10/2025,4120006243,0182078_Sales_Invoic,EGP,645.00,645.00,No,565.79,565.79,ﬁ”Ì„Â «·‘—ﬁÌÂ,,,No,No,,,,0.00,14%,0.00,0.00,0.00,5.70,6.43,‰Â«∆Ì,"{""submissionId"":""JS5STM90RNY8WTDZW15VNBEG10"",""acceptedDocuments"":[{""uuid"":""6DVQVKYBFB0S27Q5W15VNBEG10"",""longId"":""5FQ7S1C3HREMMZTVX15VNBEG10hCfivQ1664691835"",""internalId"":""4120006243"",""hashKey"":""a3aDO01Ydw47vuQtZJaOq/XGnH7cNIGc5zqmtxyYlxc=""}],""rejectedDocuments"":[]}",1/10/2025 12:44
0550033,00206516_055,,,,75.86,25.50,Obour,3,1/10/2025,4120006244,0182080_Sales_Invoic,EGP,617.75,617.75,No,541.89,541.89,ﬁ”Ì„Â «·‘—ﬁÌÂ,,,No,No,,,,0.00,14%,0.00,0.00,0.00,6.76,7.59,‰Â«∆Ì,"{""submissionId"":""JGF163DD27ZM77AWS48VNBEG10"",""acceptedDocuments"":[{""uuid"":""MP440B25YXSK4GEYT48VNBEG10"",""longId"":""XWHK45N096HJ7HQYT48VNBEG10ZMpRfd1664691839"",""internalId"":""4120006244"",""hashKey"":""cYkj0P3RUlyZFJ51LZmKcJY+uSadLzOoBJbZKzIGMzE=""}],""rejectedDocuments"":[]}",1/10/2025 12:46
0550033,00206517_055,,,,89.68,35.00,Obour,3,1/10/2025,4120006246,0182112_Sales_Invoic,EGP,730.25,730.25,No,640.57,640.57,ﬁ”Ì„Â «·‘—ﬁÌÂ,,,No,No,,,,0.00,14%,0.00,0.00,0.00,7.69,8.70,‰Â«∆Ì,"{""submissionId"":""1JXF0KEENWWFZEE7HNZTNBEG10"",""acceptedDocuments"":[{""uuid"":""ZB2TXBZYFEV41NC8HNZTNBEG10"",""longId"":""8M330M0TSTAAZF5RHNZTNBEG10odxAnJ1664691830"",""internalId"":""4120006246"",""hashKey"":""BsBhZGLPUm/TTlRiupKwywsKQ15gVWpeGHLfDKur6oM=""}],""rejectedDocuments"":[]}",1/10/2025 14:03
0550033,00206580_055,,,,73.07,19.50,Obour,3,1/10/2025,4120006247,0182140_Sales_Invoic,EGP,595.00,595.00,No,521.93,521.93,ﬁ”Ì„Â «·‘—ﬁÌÂ,,,No,No,,,,0.00,14%,0.00,0.00,0.00,6.84,7.57,‰Â«∆Ì,"{""submissionId"":""36GNNPKPKYRDTRAB5SAVNBEG10"",""acceptedDocuments"":[{""uuid"":""CJ0V3KPF118K6SN35SAVNBEG10"",""longId"":""BCBCTP6CEVWDR7GD6SAVNBEG10eIWJCI1664691841"",""internalId"":""4120006247"",""hashKey"":""NfPHAhmmvK6Cv6/hzPGwxWzKIK/7RKnNi2dsHZneytI=""}],""rejectedDocuments"":[]}",1/10/2025 15:17
0550033,00206581_055,,,,56.71,21.00,Obour,3,1/10/2025,4120006248,0182143_Sales_Invoic,EGP,461.75,461.75,No,405.04,405.04,ﬁ”Ì„Â «·‘—ﬁÌÂ,,,No,No,,,,0.00,14%,0.00,0.00,0.00,4.85,5.47,‰Â«∆Ì,"{""submissionId"":""2VA9RSGNDDXDDNZRJZEVNBEG10"",""acceptedDocuments"":[{""uuid"":""73DNCWMXCDECRVNKJZEVNBEG10"",""longId"":""1FABY8RVZ5G67PYSPZEVNBEG10W6I4iC1664691846"",""internalId"":""4120006248"",""hashKey"":""1TO8H4NMNe3sLyOF5vFp7I6oYUyFpU1tpev+wqHZx1M=""}],""rejectedDocuments"":[]}",1/10/2025 15:20
0550033,00206521_055,,,,14.12,2.00,Obour,3,1/10/2025,4120006249,0182148_Sales_Invoic,EGP,115.00,115.00,No,100.88,100.88,ﬁ”Ì„Â «·‘—ﬁÌÂ,,,No,No,,,,0.00,14%,0.00,0.00,0.00,2.00,2.16,‰Â«∆Ì,"{""submissionId"":""SVD5E96E7GHYW2E4119WNBEG10"",""acceptedDocuments"":[{""uuid"":""YQJAM1VQKC03BQ3F119WNBEG10"",""longId"":""Y1P48D7R4M1WF151119WNBEG10oXEl6A1664691872"",""internalId"":""4120006249"",""hashKey"":""2TBge0s3g59gnyoZ1CTBAvNlQU7kG0bh5ZPNPbR03aw=""}],""rejectedDocuments"":[]}",1/10/2025 15:29
0550033,00206582_055,,,,99.72,56.00,Obour,3,1/10/2025,4120006252,0182168_Sales_Invoic,EGP,812.00,812.00,No,712.28,712.28,ﬁ”Ì„Â «·‘—ﬁÌÂ,,,No,No,,,,0.00,14%,0.00,0.00,0.00,7.39,8.68,‰Â«∆Ì,"{""submissionId"":""YKZ1T0ZKVT2T1RW5BTXTNBEG10"",""acceptedDocuments"":[{""uuid"":""7QNA43112MDAGTDSBTXTNBEG10"",""longId"":""0SNA5ND14ZASD09EBTXTNBEG10q80wPx1664691828"",""internalId"":""4120006252"",""hashKey"":""EQNuwbvL1DbgHHxsujGBgE+f7u8G9i8TyfQgm0BXM/g=""}],""rejectedDocuments"":[]}",1/10/2025 15:42
0550033,00206520_055,,,,83.88,29.00,Obour,3,1/10/2025,4120006253,0182174_Sales_Invoic,EGP,683.00,683.00,No,599.12,599.12,ﬁ”Ì„Â «·‘—ﬁÌÂ,,,No,No,,,,0.00,14%,0.00,0.00,0.00,6.90,7.77,‰Â«∆Ì,"{""submissionId"":""BE97K9WYBGTKY9BTY31VNBEG10"",""acceptedDocuments"":[{""uuid"":""VWEBJXKFTCZ23J7QY31VNBEG10"",""longId"":""CC6YSNS8YZNYW04EY31VNBEG10ISPgPF1664691831"",""internalId"":""4120006253"",""hashKey"":""e17XXn67XA0+phdudCtcSWf0HqUS6pnBb+MWgmC+/vI=""}],""rejectedDocuments"":[]}",1/10/2025 15:49
0550033,00206583_055,,,,24.65,11.00,Obour,3,1/10/2025,4120006254,0182175_Sales_Invoic,EGP,200.75,200.75,No,176.10,176.10,ﬁ”Ì„Â «·‘—ﬁÌÂ,,,No,No,,,,0.00,14%,0.00,0.00,0.00,1.65,1.90,‰Â«∆Ì,"{""submissionId"":""GV3WB3107T19408YDKXVNBEG10"",""acceptedDocuments"":[{""uuid"":""6QN12S4C1GHB3HE5DKXVNBEG10"",""longId"":""JB6KTRNFPF2C4GCJDKXVNBEG1070V9RT1664691861"",""internalId"":""4120006254"",""hashKey"":""D3ZibWP6XQlC1nMuF8aoIf3sUtO4lk23qaiSxZ85YOU=""}],""rejectedDocuments"":[]}",1/10/2025 15:51
0550033,00206584_055,,,,28.86,11.50,Obour,3,1/10/2025,4120006255,0182182_Sales_Invoic,EGP,235.00,235.00,No,206.14,206.14,ﬁ”Ì„Â «·‘—ﬁÌÂ,,,No,No,,,,0.00,14%,0.00,0.00,0.00,2.84,3.19,‰Â«∆Ì,"{""submissionId"":""AARS22H5NQPZC69RCAQVNBEG10"",""acceptedDocuments"":[{""uuid"":""3X3R38HG88G4JSPACAQVNBEG10"",""longId"":""Z4MMGS69GEGYVFB3CAQVNBEG10EeCRkw1664691854"",""internalId"":""4120006255"",""hashKey"":""dqBezlmLN+rVPPDI03hXAxriUVv/eERetJRBUjySSQI=""}],""rejectedDocuments"":[]}",1/10/2025 16:04
0550033,00206518_055,,,,42.34,7.00,Obour,3,1/10/2025,4120006256,0182185_Sales_Invoic,EGP,344.75,344.75,No,302.41,302.41,ﬁ”Ì„Â «·‘—ﬁÌÂ,,,No,No,,,,0.00,14%,0.00,0.00,0.00,4.45,4.85,‰Â«∆Ì,"{""submissionId"":""JSRZWVC6PGASV096A7MVNBEG10"",""acceptedDocuments"":[{""uuid"":""KAGND8CKD0CEEFEAA7MVNBEG10"",""longId"":""KNN1SYZNE2MBJ9DEB7MVNBEG10SA7DrW1664691851"",""internalId"":""4120006256"",""hashKey"":""++2XzuIHGQ264TdupkFITqDOX0ghyjh01/bErH7iVS0=""}],""rejectedDocuments"":[]}",1/10/2025 16:11
0550033,00206519_055,,,,201.90,40.00,Obour,3,1/10/2025,4120006257,0182245_Sales_Invoic,EGP,"1,644.01","1,644.01",No,"1,442.11","1,442.11",ﬁ”Ì„Â «·‘—ﬁÌÂ,,,No,No,,,,0.00,14%,0.00,0.00,0.00,17.44,19.04,‰Â«∆Ì,"{""submissionId"":""DN3PW90QBWMDRC5JA2ETNBEG10"",""acceptedDocuments"":[{""uuid"":""M6DB3B7W7AZV5V8SB2ETNBEG10"",""longId"":""DQX77BZK7WRS6XA5B2ETNBEG10It7eMa1664691812"",""internalId"":""4120006257"",""hashKey"":""qlIZwHDKqH2pR6Ql4IoSN4R4h0C4GJbB2pM5+8yUEv4=""}],""rejectedDocuments"":[]}",1/10/2025 17:56
0550033,00206585_055,,,,75.22,32.00,Obour,3,1/10/2025,4120006258,0182246_Sales_Invoic,EGP,612.50,612.50,No,537.28,537.28,ﬁ”Ì„Â «·‘—ﬁÌÂ,,,No,No,,,,0.00,14%,0.00,0.00,0.00,5.09,5.90,‰Â«∆Ì,"{""submissionId"":""DXQ910PYECN8FD1ZG49VNBEG10"",""acceptedDocuments"":[{""uuid"":""RZVDH6TZWZ4F1ERCG49VNBEG10"",""longId"":""TFFYZVFP4BMBPDJWH49VNBEG10r6LLtY1664691840"",""internalId"":""4120006258"",""hashKey"":""52VRE92bedC2Yd8PiDoQQuhPCzcdl67LKg2OcQ1hDKg=""}],""rejectedDocuments"":[]}",1/10/2025 17:56
0550033,00206693_055,,,,73.50,30.50,Obour,3,1/10/2025,4120006259,0182247_Sales_Invoic,EGP,598.50,598.50,No,525.00,525.00,ﬁ”Ì„Â «·‘—ﬁÌÂ,,,No,No,,,,0.00,14%,0.00,0.00,0.00,5.60,6.43,‰Â«∆Ì,"{""submissionId"":""2XGWSMAQGD1RBA34VAAVNBEG10"",""acceptedDocuments"":[{""uuid"":""S10MZZ0CE91E4RWXWAAVNBEG10"",""longId"":""YQD9P5XSXY9EZPZ5WAAVNBEG10BHqoy41664691841"",""internalId"":""4120006259"",""hashKey"":""uKT1kYKGvURNw0QogPgJc1Cy2ag4WHYQ0rMTMdoPbFU=""}],""rejectedDocuments"":[]}",1/10/2025 17:58
0550033,00206694_055,,,,67.02,26.50,Obour,3,1/10/2025,4120006260,0182248_Sales_Invoic,EGP,545.75,545.75,No,478.73,478.73,ﬁ”Ì„Â «·‘—ﬁÌÂ,,,No,No,,,,0.00,14%,0.00,0.00,0.00,5.88,6.66,‰Â«∆Ì,"{""submissionId"":""EJ4VNF5024H929ZXNBBVNBEG10"",""acceptedDocuments"":[{""uuid"":""C3HR55GWYH9VXNEGNBBVNBEG10"",""longId"":""VAQQZCFW0CWAY2SGNBBVNBEG10Fib27c1664691842"",""internalId"":""4120006260"",""hashKey"":""P3n2U3pS8A23kV0zVQGkyhwD9U7ZSXfGOVGH4aH9IGc=""}],""rejectedDocuments"":[]}",1/10/2025 17:59
0550033,00206695_055,,,,19.19,7.00,Obour,3,1/10/2025,4120006261,0182270_Sales_Invoic,EGP,156.25,156.25,No,137.06,137.06,ﬁ”Ì„Â «·‘—ﬁÌÂ,,,No,No,,,,0.00,14%,0.00,0.00,0.00,1.34,1.52,‰Â«∆Ì,"{""submissionId"":""BNTK8KS25J8CDSTFD36WNBEG10"",""acceptedDocuments"":[{""uuid"":""SXV6W5GNG72JXEWPD36WNBEG10"",""longId"":""5V6J8XGMWG1NJCQ7D36WNBEG10pWDXAh1664691869"",""internalId"":""4120006261"",""hashKey"":""1ZlvYRk1vKQ1CmAYMsD/j52/CtQA1+SSKL/72An8/qo=""}],""rejectedDocuments"":[]}",1/10/2025 18:37
0550034,00206524_055,,,,89.22,46.00,Obour,3,1/10/2025,4120006245,0182081_Sales_Invoic,EGP,726.50,726.50,No,637.28,637.28,ﬁ”Ì„Â «·‘—ﬁÌÂ,,,No,No,,,,0.00,14%,0.00,0.00,0.00,6.62,7.70,‰Â«∆Ì,"{""submissionId"":""YMT621VEJA6N07JVD40VNBEG10"",""acceptedDocuments"":[{""uuid"":""JTVYDJMJJT44MZ49D40VNBEG10"",""longId"":""5GP7P4F5V42K5VQHE40VNBEG10tSsaDp1664691830"",""internalId"":""4120006245"",""hashKey"":""a0TUxrPnt8PGuC/1Uuv3r+Dq10rjvRELbRh19vuK2Os=""}],""rejectedDocuments"":[]}",1/10/2025 12:48
0550034,00206637_055,,,,453.40,208.00,Obour,3,1/10/2025,4120006250,0182149_Sales_Invoic,EGP,"3,691.96","3,691.96",No,"3,238.56","3,238.56",ﬁ”Ì„Â «·‘—ﬁÌÂ,,,No,No,,,,0.00,14%,0.00,0.00,0.00,32.10,37.10,‰Â«∆Ì,"{""submissionId"":""WE9VKTNSBKHADD4QRSKSNBEG10"",""acceptedDocuments"":[{""uuid"":""D752WW9XA4DY9038SSKSNBEG10"",""longId"":""5S0YDPBGNSBB1BP9SSKSNBEG10eVuBsB1664691785"",""internalId"":""4120006250"",""hashKey"":""DtlQR+59qFKPsE8wB1BgDv8ywcDjvJj8eBtO/zZkDzA=""}],""rejectedDocuments"":[]}",1/10/2025 15:35
0550034,00206639_055,,,,206.32,120.00,Obour,3,1/10/2025,4120006251,0182152_Sales_Invoic,EGP,"1,680.04","1,680.04",No,"1,473.72","1,473.72",ﬁ”Ì„Â «·‘—ﬁÌÂ,,,No,No,,,,0.00,14%,0.00,0.00,0.00,15.84,18.60,‰Â«∆Ì,"{""submissionId"":""KH5AJHBKAWWKY82FE6DTNBEG10"",""acceptedDocuments"":[{""uuid"":""K0YSG9WF8CHRV2F8E6DTNBEG10"",""longId"":""FXDQR2DBDDHDTFVGE6DTNBEG10KdPtEk1664691811"",""internalId"":""4120006251"",""hashKey"":""+W7Spz3C7fUhc0QdCUATNP2ejZTQQ/PvQPs2MnocjGw=""}],""rejectedDocuments"":[]}",1/10/2025 15:37
0550053,00206485_055,,,,"2,082.98",666.00,Obour,3,1/10/2025,4120006262,0182273_Sales_Invoic,EGP,"16,961.38","16,961.38",No,"14,878.40","14,878.40",ﬁ”Ì„Â «·‘—ﬁÌÂ,,,No,No,,,,0.00,14%,0.00,0.00,0.00,111.50,128.55,‰Â«∆Ì,"{""submissionId"":""C8XVPJEMPC76RMZV386RNBEG10"",""acceptedDocuments"":[{""uuid"":""33M0EG7CTH1FR9ZE386RNBEG10"",""longId"":""7N3GKPEX5EHGXHFK386RNBEG10nxHvUR1664691738"",""internalId"":""4120006262"",""hashKey"":""6V5POd97W3lBvrF2Eo0jtPpE+fowGn9qp+Qwn77MsKQ=""}],""rejectedDocuments"":[]}",1/10/2025 18:41
0550054,00206597_055,,,,"2,137.14","1,243.00",Obour,3,1/10/2025,4120006263,0182274_Sales_Invoic,EGP,"17,402.42","17,402.42",No,"15,265.28","15,265.28",ﬁ”Ì„Â «·‘—ﬁÌÂ,,,No,No,,,,0.00,14%,0.00,0.00,0.00,164.08,192.67,‰Â«∆Ì,"{""submissionId"":""1QQKZSYKFTQTKFWAQT4RNBEG10"",""acceptedDocuments"":[{""uuid"":""B2STY3N64YS3CX1GQT4RNBEG10"",""longId"":""PFT4H00487YTKQMSQT4RNBEG10fzAvZi1664691737"",""internalId"":""4120006263"",""hashKey"":""OjdsoeHHGcle7hI6yR8uBShVTUqXTNnTnQAzrVPAj6o=""}],""rejectedDocuments"":[]}",1/10/2025 18:41
Total,,,,,"259,845.56",,,,,,,,"2,220,637.01","2,220,636.96",,"1,960,765.45","1,960,765.40",,,,,,,,,26.00,,,,,,,,,
